FlowID,Name,CASNumber,FlowTypeID,ReferenceFlowPropertyID
1212,"Used oil, improperly disposed, POTW liquid",               ,1,23
1213,"Used oil, improperly disposed, storm drain, unfiltered",               ,1,23
1214,"Used oil, improperly disposed, to industrial soil",               ,1,23
1215,"Used oil, improperly disposed, sewer",               ,1,23
1216,"phenanthrene",000085-01-8    ,2,23
1217,"phenanthrene",000085-01-8    ,2,23
1218,"silver",007440-22-4    ,2,23
1219,"phenanthrene",000085-01-8    ,2,23
1220,"polychlorinated biphenyls",001336-36-3    ,2,23
1221,"selenium",007782-49-2    ,2,23
1222,"silver",007440-22-4    ,2,23
1223,"molybdenum",007439-98-7    ,2,23
1224,"primary energy from waves",               ,2,24
1225,"mancozeb",008018-01-7    ,2,23
1226,"atrazine",001912-24-9    ,2,23
1227,"trifluralin",001582-09-8    ,2,23
1228,"fipronil",120068-37-3    ,2,23
1229,"fipronil",120068-37-3    ,2,23
1230,"pyrite",001309-36-0    ,2,23
1231,"Water (groundwater from technosphere, waste water)",               ,2,23
1232,"Water (sea water from technosphere, cooling water)",               ,2,23
1233,"Slag (deposited)",               ,2,23
1234,"Demolition waste (deposited)",               ,2,23
1235,"dimethenamid",087674-68-8    ,2,23
1236,"dimethenamid",087674-68-8    ,2,23
1237,"lasso",015972-60-8    ,2,23
1238,"acetochlor",034256-82-1    ,2,23
1239,"acetochlor",034256-82-1    ,2,23
1240,"deltamethrin",052918-63-5    ,2,23
1241,"deltamethrin",052918-63-5    ,2,23
1242,"trifluralin",001582-09-8    ,2,23
1243,"benomyl",017804-35-2    ,2,23
1244,"Plutonium as residual product",007440-07-5    ,1,23
1245,"Avoided Ethylene Glycol",               ,1,36
1246,"Waste radioactive",               ,1,23
1247,"Uranium depleted",007440-61-1    ,1,23
1248,"Slag (Uranium conversion)",               ,1,23
1249,"Transport (ELCD)",               ,1,15
1250,"CaF2 (low radioactice)",007789-75-5    ,1,23
1251,"mancozeb",008018-01-7    ,2,23
1252,"terbufos",013071-79-9    ,2,23
1253,"terbufos",013071-79-9    ,2,23
1254,"atrazine",001912-24-9    ,2,23
1255,"glyphosate",001071-83-6    ,2,23
1256,"glyphosate",001071-83-6    ,2,23
1257,"methomyl",016752-77-5    ,2,23
1258,"methomyl",016752-77-5    ,2,23
1259,"dicamba",001918-00-9    ,2,23
1260,"dicamba",001918-00-9    ,2,23
1261,"benomyl",017804-35-2    ,2,23
1262,"",68476-33-5     ,1,23
